,ISBN,book_id,title,author,publisher,year,language
2669,0192833863,6972,Dracula,['Bram Stoker'],"Oxford University Press, USA",1998,en
2670,0446531480,6977,A Body To Die For,['Kate White'],"Hachette Digital, Inc.",2003,en
2671,0451207645,6979,The Oath,['John Lescroart'],Penguin,2003,en
2672,0743428188,6981,The Twentieth Wife - A Novel,['Indu Sundaresan'],Simon and Schuster,2003,en
2673,0061000078,6984,Billy Bathgate - A Novel,['E. L. Doctorow'],HarperPrism,1990,en
2674,0671670689,6985,Dawn,['V.C. Andrews'],Pocket Books,1990,en
2675,0449000869,6986,Ashworth Hall,['Anne Perry'],Fawcett,1998,en
2676,0446605581,6987,Fat Tuesday,['Sandra Brown'],Grand Central Publishing,1998,en
2677,0441694543,6988,Quozl,['Alan Dean Foster'],,1989,en
2678,0345395069,6991,Reign In Hell,['William Diehl'],Ballantine Books,1998,en
2679,042514545X,6994,Fool's Puzzle,['Earlene Fowler'],Berkley,1995,en
2680,0671011375,6999,Death Du Jour,['Kathy Reichs'],Pocket Star,2000,en
2681,0515124796,7000,Cold Blood,['Lynda La Plante'],Berkley,1999,en
2682,0515126489,7001,Critical Mass,['Steve Martini'],Penguin,1999,en
2683,0399142851,7005,Unnatural Exposure,['Patricia Daniels Cornwell'],Putnam Adult,1997,en
2684,0399146253,7006,The Last Precinct,['Patricia Daniels Cornwell'],Putnam Adult,2000,en
2685,0316693294,7007,Cat & Mouse,['James Patterson'],"Little, Brown",1997,en
2686,0553096834,7012,Couplehood,['Paul Reiser'],Bantam Books,1994,en
2687,0345334019,7016,Escape The Night - A Novel,['Richard North Patterson'],Ballantine Books,1986,en
2688,0553574663,7018,The Grilling Season,['Diane Mott Davidson'],Bantam,1998,en
2690,0812590554,7020,White Smoke - A Novel Of Papal Election,['Andrew M. Greeley'],Macmillan,1997,en
2691,055357924X,7021,Kissed A Sad Goodbye,['Deborah Crombie'],Bantam,2001,en
2692,0812571991,7024,Legacies - A Repairman Jack Novel,['F. Paul Wilson'],Macmillan,1998,en
2693,0451199650,7025,Stealing Time,['Leslie Glass'],Signet,2000,en
2694,0451197429,7026,The Disappearance,['J. F. Freedman'],Signet Book,1999,en
2695,0553102346,7027,Deception On His Mind,['Elizabeth George'],Bantam,1997,en
2696,0399146504,7028,The Devil's Code,['John Sandford'],Putnam Adult,2000,en
2697,0140431020,7041,Lady Susan; The Watsons; Sanditon,['Jane Austen'],National Geographic Books,1975,en
2698,0860680649,7046,Surfacing,['Margaret Atwood'],[London] : Andre Deutsch,1972,en
2699,0553279378,7051,I Know Why The Caged Bird Sings,['Maya Angelou'],Bantam,1993,en
2700,0380717581,7055,Murder On The Iditarod Trail,['Sue Henry'],Harper Collins,2001,en
2701,0425176037,7058,Shell Game,"[""Carol O'Connell""]",G.P. Putnam's Sons,2000,en
2702,0425083837,7061,The Hunt For Red October,['Tom Clancy'],Berkley,1985,en
2703,0425135721,7062,McNally's Secret,['Lawrence Sanders'],Berkley Trade,1992,en
2704,0515090654,7064,Twice Loved,['LaVyrle Spencer'],Jove Publications,1984,en
2705,0553292722,7065,Still Waters - A Novel,['Tami Hoag'],Bantam,1992,en
2706,0380721643,7066,Track Of The Cat,['Nevada Barr'],,1994,en
2707,0425183750,7067,Blood Lure,['Nevada Barr'],Penguin,2002,en
2708,0380798573,7070,The Falcon At The Portal - An Amelia Peabody Mystery,['Elizabeth Peters'],Harper Collins,2000,en
2710,0786867787,7072,Spilling Clarence - A Novel,['Anne Ursu'],Theia,2002,en
2711,067982412X,7075,The Knight At Dawn,['Mary Pope Osborne'],Random House Books for Young Readers,1993,en
2712,0373226918,7080,The Bride's Rescuer,['Charlotte Douglas'],Harlequin Books,2003,en
2713,0345354621,7083,The Terminal Man,['Michael Crichton'],,1988,en
2714,0671442686,7084,The Restaurant At The End Of The Universe,"['Angela Adams', 'Douglas Adams']",,1982,en
2715,0671525808,7085,"So Long, And Thanks For All The Fish",['Douglas Adams'],,1985,en
2716,0671684027,7086,Metamorphosis,['Jean Lorrah'],Star Trek,1990,en
2719,0061054143,7097,Goblins,['Charles Grant'],HarperEntertainment,1994,en
2720,0446391301,7102,Geek Love,['Katherine Dunn'],Grand Central Pub,1990,en
2721,0743233026,7103,Sin Killer - A Novel,['Larry McMurtry'],Simon and Schuster,2002,en
2722,3442720117,7105,Und Nietzsche weinte - Roman,"['Irvin D. Yalom', 'Uda Strätling']",,1996,de
2723,8420646032,7107,El Horror de Dunwich,['H. P. Lovecraft'],,1996,es
2724,8495501090,7108,El Ocho,['Katherine Neville'],Punto de Lectura,2001,en
2726,0931580587,7114,Ain't Nobody's Business If You Do - The Absurdity Of Consensual Crimes In A Free Society,['Peter McWilliams'],,1993,en
2727,8433925180,7121,El antroplogo inocente / The Innocent Anthropologist - Notas Desde Una Choza De Barro / Notes from a Mud Hut,['Nigel Barley'],Editorial Anagrama,1995,es
2728,8483101610,7128,Soldados de Salamina,['Javier Cercas'],"Tusquets Editores, S.A.",2001,es
2729,0802130119,7130,The Master And Margarita,['Михаил Булгаков'],Grove Press,1987,en
2730,0440224705,7131,Hard Time - A V. I. Warshawski Novel,['Sara Paretsky'],Dell,2000,en
2731,0312983867,7132,Hard Eight - A Stephanie Plum Novel,['Janet Evanovich'],"Farrar, Straus, and Giroux",2003,en
2732,045120994X,7133,Fear Of Flying,['Erica Jong'],Berkley,2003,en
2733,0345459202,7134,Big Stone Gap,['Adriana Trigiani'],Fawcett Books,2003,en
2734,0312955731,7135,White Shark,['Peter Benchley'],Macmillan,1995,en
2735,0553205803,7136,Even Cowgirls Get The Blues,['Tom Robbins'],,1977,en
2736,0684800713,7138,The Sun Also Rises,['Ernest Hemingway'],Scribner Book Company,1995,en
2737,1566840287,7139,The Christmas Box,['Richard Paul Evans'],Evans Book Distribution & Publishers,1993,en
2738,0062500260,7140,Medicine Woman,['Lynn V. Andrews'],Harper Collins,1983,en
2739,0786888083,7143,Confessions Of A Dangerous Mind - An Unauthorized Autobiography,['Chuck Barris'],Miramax Books,2002,en
2740,0345344464,7144,The Milagro Beanfield War,['John Treadwell Nichols'],,1976,en
2741,1400031346,7148,Number One Ladies' Detective Agency,['Alexander McCall Smith'],Anchor,2002,en
2742,0446524131,7150,Something More - Excavating Your Authentic Self,['Sarah Ban Breathnach'],Grand Central Pub,1998,en
2744,0316781142,7153,The Last Time They Met - A Novel,['Anita Shreve'],St. Martin's Press,2001,en
2747,051511264X,7161,Prime Witness,['Steve Martini'],Berkley,1993,en
2748,0330491199,7163,The Hitchhiker's Guide To The Galaxy,['Douglas Adams'],Pan Macmillan Adult,2002,en
2750,0425147584,7169,Debt Of Honor,['Tom Clancy'],Penguin,1995,en
2751,0451177037,7170,Suspicion Of Guilt,['Barbara Parker'],Signet Book,1996,en
2752,0684853523,7188,On Writing - A Memoir Of The Craft,['Stephen King'],Simon and Schuster,2000,en
2753,0060193395,7189,Body For Life - 12 Weeks To Mental And Physical Strength,['Bill Phillips'],Harper Collins,1999,en
2754,0446363669,7190,The Doomsday Conspiracy,['Sidney Sheldon'],Grand Central Publishing,1992,en
2755,0345339495,7197,Nerilka's Story,['Anne McCaffrey'],Del Rey,1987,en
2756,0671525433,7198,Dark Angel,['Virginia C. Andrews'],"New York : Pocket Books ; Markham, Ont. : Distributed in Canada by PaperJacks",1986,en
2757,0452283442,7205,"Die Darwin-Awards für die skurrilsten Arten, zu Tode zu kommen",[''],,2019,de
2758,0345404319,7209,Taltos,['Anne Rice'],Ballantine Books,1996,en
2760,8420636282,7216,El principito,['Antoine de Saint-Exupéry'],Distribooks,1997,es
2761,0670887315,7224,Disgrace,['J. M. Coetzee'],Viking Press,1999,en
2762,0425098451,7225,N Or M?,['Agatha Christie'],Berkley,1984,en
2763,0786885912,7232,The Lobster Chronicles - Life On A Very Small Island,['Linda Greenlaw'],Hyperion,2003,en
2764,0061000299,7234,Listening Woman,['Tony Hillerman'],Harper Collins,1990,en
2765,0345432479,7239,Crazy In Alabama,['Mark Childress'],Ballantine Books,1998,en
2767,0449912108,7241,The Witches Of Eastwick - A Novel,['John Updike'],Random House Trade Paperbacks,1996,en
2768,067940712X,7243,One True Thing,['Anna Quindlen'],Random House (NY),1994,en
2769,0670894699,7247,The Florabama Ladies' Auxiliary & Sewing Circle,['Lois Battle'],Viking Adult,2001,en
2770,0452283086,7248,The Cross-Country Quilters - An Elm Creek Quilts Novel,['Jennifer Chiaverini'],Plume Books,2002,en
2773,0684867974,7255,Take The Cannoli - Stories From The New World,['Sarah Vowell'],,2000,en
2774,0060924349,7256,Maybe The Moon - A Novel,['Armistead Maupin'],Harper Perennial,1993,en
2775,0440225116,7259,Secrecy - A Novel,['Belva Plain'],Dell,1998,en
2776,0316171638,7260,Tangled Vines - A Novel,['Janet Dailey'],,1992,en
2777,0440214009,7261,Treasures - A Novel,['Belva Plain'],Dell,1993,en
2778,3257211945,7266,Das Hotel New Hampshire - Roman,['John Irving'],,1984,de
2779,3257231008,7269,Vendetta - Commissario Brunettis vierter Fall ; Roman,['Donna Leon'],,1998,de
2780,0330346261,7270,Acqua Alta,['Donna Leon'],Pan Macmillan,1997,en
2781,0671743481,7271,Diccionario de la Universidad de Chicago Inglés-espanõl Y Espanõl-inglés,['Delos Lincoln Canfield'],,1987,en
2782,044166251X,7275,Phule's Company,['Robert Asprin'],Ace,1990,en
2783,0375758453,7280,Without Reservations - The Travels Of An Independent Woman,['Alice Steinbach'],Random House Trade Paperbacks,2002,en
2784,0553560719,7282,Dark Force Rising: Star Wars Legends (The Thrawn Trilogy),['Timothy Zahn'],Random House Worlds,1993,en
2785,0451168615,7283,Skeleton Crew,['Stephen King'],Berkley,1986,en
2787,1853260010,7288,Wuthering Heights,['Emily Brontë'],Wordsworth Editions,1992,en
2788,0449220605,7289,"He, She And It - A Novel",['Marge Piercy'],Fawcett,1991,en
2789,0553379267,7290,A Canticle For Leibowitz,['Walter M. Miller (Jr.)'],Spectra,1997,en
2790,1853260002,7291,Pride And Prejudice,['Jane Austen'],Wordsworth Editions,1992,en
2791,1853260614,7292,Dr Jekyll And Mr Hyde With The Merry Men And Other Stories,['Robert Louis Stevenson'],Wordsworth Editions,1993,en
2793,0671024345,7295,Out Of The Madhouse,"['Christopher Golden', 'Nancy Holder']",Simon Pulse,1999,en
2794,0553106651,7299,Seize The Night,['Dean Ray Koontz'],Bantam,1999,en
2795,0425099334,7306,Shattered,['Dean Koontz'],Penguin,1986,en
2796,067978148X,7314,The Rules Of Attraction - A Novel,['Bret Easton Ellis'],Vintage,1987,en
2798,0670865796,7338,The Deep End Of The Ocean,['Jacquelyn Mitchard'],Viking Adult,1996,en
2799,0399146296,7340,Sarah's Window,['Janice Graham'],Putnam Adult,2001,en
2800,0316603570,7355,Third Degree,['James Patterson'],Little Brown & Company,2004,en
2802,0553801945,7359,The Game - A Mary Russell Novel,['Laurie R. King'],Bantam,2004,en
2803,0425192725,7365,Q Is For Quarry,['Sue Grafton'],Penguin,2002,en
2804,0553579525,7366,The Moor - A Mary Russell Novel,['Laurie R. King'],Bantam Books,1999,en
2805,0380792745,7367,The Lust Lizard Of Melancholy Cove,['Christopher Moore'],Harper Paperbacks,2000,en
2806,0399146652,7370,The Cat Who Smelled A Rat,['Lilian Jackson Braun'],Putnam Adult,2001,en
2808,0671042831,7375,Moonlight On The Avenue Of Faith,['Gina B. Nahai'],Simon and Schuster,2000,en
2810,0393046974,7377,House Of Sand And Fog,['Andre Dubus'],W. W. Norton & Company,1999,en
2812,0671656155,7380,Fall Of Atlantis - Fall Of Atlantis,['Bradley'],Baen,1987,en
2813,0345450698,7383,Clay's Quilt,['Silas House'],"Random House Digital, Inc.",2002,en
2814,0375412530,7384,Back When We Were Grownups - A Novel,['Anne Tyler'],Knopf,2001,en
2815,0696218364,7386,Paige By Paige - A Year Of Trading Spaces,['Paige Davis'],Meredith Press,2003,en
2816,0553569031,7392,"Gone, But Not Forgotten",['Phillip Margolin'],Bantam,1994,en
2817,0804114609,7398,Patty Jane's House Of Curl,['Lorna Landvik'],Ivy Books,1999,en
2818,0345438825,7400,Angry Housewives Eating Bon Bons,['Lorna Landvik'],,2003,en
2819,0380868768,7401,"The Secret Diary Of Adrian Mole, Aged 13 3/4",['Sue Townsend'],HarperTeen,1984,en
2820,039915079X,7402,The Teeth Of The Tiger,['Tom Clancy'],Putnam Adult,2003,en
2821,0670894508,7403,Cause Celeb,['Helen Fielding'],Viking Adult,2001,en
2822,0312983743,7404,Knock Me Off My Feet,['Susan Donovan'],St. Martin's Paperbacks,2002,en
2823,0385729340,7406,Teen Chick Lit - A Guide To Reading Interests,['Christine Meloni'],Libraries Unlimited,2010,en
2825,0451450523,7413,The Last Unicorn,['Peter S. Beagle'],Ace,1968,en
2826,0330331973,7415,River God,['Wilbur Smith'],St. Martin's Press,1994,en
2827,0553212427,7423,Sherlock Holmes: The Complete Novels And Stories Volume II,['Sir Arthur Conan Doyle'],National Geographic Books,1986,en
2828,0553212419,7424,Sherlock Holmes: The Complete Novels And Stories Volume I,['Sir Arthur Conan Doyle'],Bantam Classics,1986,en
2829,031298328X,7429,Full Tilt,"['Janet Evanovich', 'Charlotte Hughes']","Farrar, Straus, and Giroux",2003,en
2830,0451205626,7430,Cold Paradise,['Stuart Woods'],Penguin,2002,en
2831,0446606456,7432,An Isolated Incident,['Susan R. Sloan'],Grand Central Publishing,1999,en
2832,0449223043,7433,Guardian - A Novel,['John Saul'],Fawcett,1994,en
2834,0446364622,7436,The Children Of Men,['P. D. James'],Vision,1994,en
2835,0140060898,7437,The Mosquito Coast,['Paul Theroux'],Penguin,2011,en
2836,0671737791,7438,The Bride,['Julie Garwood'],Simon and Schuster,1989,en
2837,0684826127,7439,Water Witches,['Chris Bohjalian'],Touchstone,1997,en
2838,0345423135,7441,The Magic Circle - A Novel,['Katherine Neville'],Ballantine Books,1999,en
2839,1556618662,7457,The Shunning,['Beverly Lewis'],Bethany House Publishers,1997,en
2840,0891073906,7458,This Present Darkness,['Frank E. Peretti'],,1986,en
2841,0373218125,7460,Mysterious,['Nora Roberts'],Silhouette,2003,en
2842,0380728133,7461,Bloodsucking Fiends: A Love Story,['Christopher Moore'],Harper Perennial,1996,en
2843,0375724389,7464,The Tie That Binds,['Kent Haruf'],Vintage,2000,en
2844,0375422412,7465,Three Junes,['Julia Glass'],Pantheon,2002,en
2845,0449003981,7467,A Patchwork Planet,['Anne Tyler'],Vintage,1999,en
2846,037570924X,7468,An Equal Music - A Novel,['Vikram Seth'],Vintage,1999,en
2847,0345435168,7470,Open House - A Novel,['Elizabeth Berg'],Ballantine Books,2001,en
2848,0786886323,7471,Carter Beats The Devil,['Glen David Gold'],Hyperion,2002,en
2849,0747541604,7472,"The Gashlycrumb Tinies, Or, After The Outing",['Edward Gorey'],Bloomsbury Publishing PLC,1998,en
2850,0380730847,7475,The Forgotten,['Faye Kellerman'],Avon,2002,en
2851,0345441265,7478,The Ladies Auxiliary - A Novel,['Tova Mirvis'],Ballantine Books,2000,en
2852,0380819635,7481,Lost In Your Arms,['Christina Dodd'],Avon,2002,en
2854,0525947299,7484,No Second Chance,['Harlan Coben'],Dutton Books,2003,en
2855,0671038443,7492,The Devil's Teardrop,['Jeffery Deaver'],Pocket Books,2000,en
2856,0380767643,7499,A Woman Without Lies,['Elizabeth Lowell'],Avon,1995,en
2857,0440222656,7500,The Horse Whisperer,['Nicholas Evans'],Dell Publishing Company,1996,en
2858,0380767635,7502,Where The Heart Is,['Elizabeth Lowell'],Avon,1997,en
2859,0671878662,7512,Fiddler Fair,['Mercedes Lackey'],Baen Books,1998,en
2860,0070064547,7513,"Motherhood, The Second Oldest Profession",['Erma Bombeck'],McGraw-Hill Companies,1983,en
2861,044022392X,7516,The Keys To The Street - A Novel Of Suspense,['Ruth Rendell'],Dell,1997,en
2862,0553213806,7519,Dubliners,['James Joyce'],Bantam Classics,1990,en
2863,0451410025,7520,I Am The Only Running Footman,['Martha Grimes'],NAL,2001,en
2864,0804118558,7521,A Breach Of Promise,['Anne Perry'],"Random House Digital, Inc.",1999,en
2866,0679433015,7527,Servant Of The Bones - A Novel,['Anne Rice'],National Geographic Books,1996,en
2867,0394587863,7528,The Witching Hour - A Novel,['Anne Rice'],Knopf Publishing Group,1990,en
2868,0440136482,7530,"Holy Blood, Holy Grail","['Michael Baigent', 'Richard Leigh', 'Henry Lincoln']",Dell Publishing Company,1983,en
2869,0767901576,7540,Awakening The Buddha Within - Eight Steps To Enlightenment,['Lama Surya Das'],Harmony,1998,en
2870,0316899984,7541,"River, Cross My Heart - A Novel",['Breena Clarke'],Back Bay Books,1999,en
2872,014029628X,7547,Girl In Hyacinth Blue,['Susan Vreeland'],Penguin Books,2000,en
2873,0590425919,7549,White Fang,['Jack London'],Scholastic Paperbacks,1986,en
2874,0441478123,7551,The Left Hand Of Darkness - 50Th Anniversary Edition,['Ursula K. Le Guin'],Ace,1987,en
2875,006019393X,7552,If The Gods Had Meant Us To Vote They Would Have Given Us Candidates - More Political Subversion From Jim Hightower,['Jim Hightower'],Harper,2000,en
2876,0553563734,7566,The King's Buccaneer,['Raymond E. Feist'],Spectra,1994,en
2877,0515129224,7567,Soft Focus,['Jayne Ann Krentz'],Berkley,2000,en
2879,0441009077,7576,Never After,['Rebecca Lickiss'],Ace,2002,en
2880,0449005844,7578,"The Wild Child - The Bride Trilogy, Book 1",['Mary Jo Putney'],Pandamax Press,,en
2881,044922046X,7579,Catering To Nobody,['Diane Mott Davidson'],Fawcett,1992,en
2882,0425181685,7583,Narcissus In Chains,['Laurell K. Hamilton'],Berkley Hardcover,2001,en
2883,0515130923,7585,Dawn In Eclipse Bay,['Jayne Ann Krentz'],National Geographic Books,2001,en
2884,0380802325,7587,Suddenly You,['Lisa Kleypas'],Avon,2001,en
2885,0553572040,7589,Killer Pancake,['Diane Mott Davidson'],Crimeline,1996,en
2887,0345435273,7591,A Caress Of Twilight,['Laurell K. Hamilton'],,2002,en
2888,0380814803,7592,The Pursuit,['Johanna Lindsey'],Avon,2003,en
2889,0671035460,7594,Pale Horse Coming,['Stephen Hunter'],Pocket Books,2002,en
2890,0778320286,7595,Changing Habits,['Debbie Macomber'],MIRA,2004,en
2891,0451212169,7596,Bright Eyes,['Catherine Anderson'],Penguin,2004,en
2892,0671871005,7597,The Wedding,['Julie Garwood'],Simon and Schuster,1997,en
2893,0064472272,7604,"Angus, Thongs And Full-Frontal Snogging - Confessions Of Georgia Nicolson",['Louise Rennison'],HarperTeen,2001,en
2894,0486285537,7608,100 Best-Loved Poems,['Philip Smith'],Courier Corporation,1995,en
2895,0451628047,7610,The Inferno,['Dante Alighieri'],Signet,1982,en
2896,0670878073,7612,Wobegon Boy,['Garrison Keillor'],Viking Adult,1997,en
2897,0440114330,7613,Close Encounters Of The Third Kind,['Steven Spielberg'],,1977,en
2898,0764228072,7616,The Betrayal,['Beverly Lewis'],Bethany House Pub,2003,en
2899,0515128600,7618,The Edge,['Catherine Coulter'],Penguin,2000,en
2900,0553583980,7619,True Blue,['Luanne Rice'],Bantam,2002,en
2901,0515121843,7620,Sea Swept,['Nora Roberts'],Penguin,1998,en
2903,0486292568,7628,Wuthering Heights,['Emily Brontë'],Courier Corporation,1996,en
2904,0312952716,7629,A Simple Plan,['Scott Smith'],Macmillan,1994,en
2905,0671039415,7650,Fearless,['Francine Pascal'],Simon Pulse,1999,en
2907,0375501517,7659,The Island Of Lost Maps - A True Story Of Cartographic Crime,['Miles Harvey'],Random House (NY),2000,en
2908,051511331X,7663,November Of The Heart,['Lavyrle Spencer'],Berkley,1994,en
2909,0399147195,7664,"""P"" Is For Peril",['Sue Grafton'],Penguin,2001,en
2911,0743206029,7666,On The Street Where You Live,['Mary Higgins Clark'],,2001,en
2912,0515136263,7668,Chesapeake Blue,['Nora Roberts'],Penguin,2004,en
2913,0553579312,7670,Dreaming Of The Bones,['Deborah Crombie'],Bantam,1998,en
2914,0380725827,7671,Firestorm,['Nevada Barr'],Harper Collins,1997,en
2915,0380728265,7672,Blind Descent: - An Anna Pigeon Mystery,['Nevada Barr'],Harper Collins,1999,en
2916,0684835959,7673,You Belong To Me,['Mary Higgins Clark'],,1998,en
2917,0786884592,7674,"Life Strategies - Doing What Works, Doing What Matters","['ph.d. Mcgraw, Phillip C.']",Hyperion,2000,en
